AISLE,SIDE,SECTION,SKU,UPC,DESCRIPTION,TAG ID,RETAIL SECTION,LOCATION
005,317,001,0000011010784,0003000006322,QUAKR CERAL CINN,ECL01     ,301,0
005,317,002,0000011010741,0002113028287,SIG CRL CINN,ECL01     ,301,0
005,317,003,0000011010738,0002113028286,SIG CEREAL,ECL01     ,301,0
005,317,004,0000011011426,0003000056238,QUAKER LIFE CEREAL,TGL00     ,301,0
005,317,005,0000011010800,0003000006354,QUAKER CEREAL LIFE,ECL01     ,301,0
005,317,006,0000011012343,0003000056083,LIFE CEREAL VAN,ECL01     ,301,0
005,317,007,0000011011428,0003000056237,QUAKER LIFE,TGL00     ,301,0
005,317,008,0000011013186,0002113028776,S SEL CEREAL CORN,ECL01     ,301,0
005,317,009,0000011010278,0001600048796,GM CEREAL CRN,ECLRH     ,301,0
005,317,010,0000011012231,0002113028586,S KTCHNS CEREAL,ECL01     ,301,0
005,317,011,0000011010275,0001600048794,GM CEREAL RICE,ECLRH     ,301,0
005,317,012,0000011012024,0001600010701,CINNAMON TOAST,STL90     ,301,0
005,317,013,0000011011097,0001600011211,PEANUT BTR CHOC,TGL00     ,301,0
005,317,014,0000011011131,0001600027549,WHEAT CHEX CEREAL,ECLRH     ,301,0
005,317,015,0000011011151,0001600048792,GMILLS CHEX-HNY,ECLRH     ,301,0
005,317,016,0000011013631,0003800018717,MW VAN LTE CRL 15,NILC3     ,301,0
005,318,001,0000011010559,0001600026424,CHEERIOS BANDED,ECL01     ,301,0
005,318,002,0000011012879,0002113015284,S KTCHNS CEREAL,ECL01     ,301,0
005,318,003,0000011011148,0001600027528,YELLOW BOX CHEERIO,AHLC1     ,301,0
005,318,004,0000011010501,0003800003530,KLLGG CRISPIX CRL,TGL00     ,301,0
005,318,005,0000011010239,0001600048772,GM CEREAL CHEERIOS,ECLC1     ,301,0
005,318,006,0000011011320,0001600048797,CORN CHEX CEREAL,AHLC1     ,301,0
005,318,007,0000011011146,0001600027526,GM CEREAL CHEERIOS,ECLRH     ,301,0
005,318,008,0000011011319,0001600048795,RICE CHEX CEREAL,AHLC1     ,301,0
005,318,009,0000011010297,0001600045137,CHEERIOS PROTEIN,TGL00     ,301,0
005,318,010,0000011011176,0001600049234,BLUEBERRY CHEX,ECLRH     ,301,0
005,318,011,0000011011075,0001600048798,VANILLA CHEX,ECLRH     ,301,0
005,318,012,0000011011093,0001600048793,GMILLS CHEX-,ECLRH     ,301,0
005,318,013,0000011011171,0001600048789,GMILLS CHEX,ECLRH     ,301,0
005,319,001,0000011010538,0001600026421,HONEY NUT CHEERIOS,ECL01     ,301,0
005,319,002,0000011010794,0001600048366,HONEY NUT CHEERIOS,AHLC1     ,301,0
005,319,003,0000011011121,0001600027571,GM HONEY NUT CHEE,ECLC1     ,301,0
005,319,004,0000011013523,0001600012506,GMILLS HNY NUT,ECL01     ,301,0
005,319,005,0000011012232,0002113028587,S KTCHNS CEREAL,ECL01     ,301,0
005,319,006,0000011011125,0001600027527,HONEY NUT CEREAL,ECLRH     ,301,0
005,319,007,0000011013514,0001600012479,GMILLS HNY NUT,ECLRH     ,301,0
005,319,008,0000011012673,0001600047848,VERY BERRY,AHLC1     ,301,0
005,319,009,0000011010488,0001600014772,GM CHEERIOS CHOCOL,AHLC1     ,301,0
005,320,001,0000011010585,0003800076862,COCOA KRISPIES,TGL00     ,301,0
005,320,002,0000011013030,0003800078609,KLG COCOA KRISPIES,ECL01     ,301,0
005,320,003,0000011010305,0001600048771,GM CHEERIOS CEREAL,ECLC1     ,301,0
005,320,004,0000011011333,0003800031844,KEL RICE KRI,ECL01     ,301,0
005,320,005,0000011010486,0003800029121,KLLGG RICE KRISPIE,ECL01     ,301,0
005,320,006,0000011012880,0002113015285,S KTCHNS CEREAL,ECL01     ,301,0
005,320,007,0000011010873,0003800031846,KLLGG RICE KRISPS,TGL00     ,301,0
005,320,008,0000011010259,0001600048769,GM CHEERIOS CEREAL,ECLC1     ,301,0
005,320,009,0000011011119,0001600027567,GM KIX CEREAL,TGL00     ,301,0
005,320,010,0000011010065,0001600027515,GM CHEERIOS MLTI G,ECLRH     ,301,0
005,320,011,0000011010288,0002113028130,SIG CRL TSTD OAT,ECL01     ,301,0
005,320,012,0000011010818,0088491200620,POST OHS HNY,TGL00     ,301,0
005,320,013,0000011010685,0001600040945,GM KIX HNY CRN PFS,STL90     ,301,0
005,320,014,0000011011158,0001600027518,GM CHEERIOS CREAL,AHLC1     ,301,0
005,320,015,0000011013515,0001600012542,GMILLS APL CINN,NILC3     ,301,0
005,320,016,0000011010310,0001600027554,FRUITY CHEERIOS,AHLC1     ,301,0
005,321,001,0000011010253,0088491212965,POST COCOA PEBBLES,AHLC1     ,301,0
005,321,002,0000011010009,0088491212951,POST COCOA PEBBLES,AHLC1     ,301,0
005,321,003,0000011011506,0001600041481,GMI COCOA PUFFS,TGL00     ,301,0
005,321,004,0000011011339,0088491200358,POST ALPHA BITS,TGL00     ,301,0
005,321,005,0000011011166,0001600027568,COCOA PFS,ECL01     ,301,0
005,321,006,0000011013192,0002113028772,S SEL CEREAL,ECL01     ,301,0
005,321,007,0000011011162,0001600027511,COCOA PFS,ECLRH     ,301,0
005,321,008,0000011010504,0002113028049,SIG CEREAL CRSPY,ECL01     ,301,0
005,321,009,0000011013071,0003800057074,KLLGG CRL CHOC KRA,TGL00     ,301,0
005,321,010,0000011013072,0003800057077,KLLGG CRL CHOC KRA,TGL00     ,301,0
005,321,011,0000011011167,0001600027517,GM CEREAL CKY CRSP,ECLRH     ,301,0
005,321,012,0000011011115,0001600062570,GM KIX,TGL00     ,301,0
005,321,013,0000011013506,0001600012222,GMILLS,ECLRH     ,301,0
005,321,014,0000011011558,0001600027297,GMI REESES PEANUT,TGL00     ,301,0
005,321,015,0000011010263,0001600027566,REESES PUFFS PB,ECL01     ,301,0
005,321,016,0000011012838,0003800016235,KLLGG DESPICABLE,STL01     ,301,0
005,322,001,0000011010015,0001600049251,GMILLS MOCHA,TGL00     ,301,0
005,322,002,0000011010964,0088491227311,POST OREO CERAL,TGL00     ,301,0
005,322,003,0000011010428,0079339600089,HONEY WHEAT PUFF,ECL01     ,301,0
005,322,004,0000011010257,0088491212974,POST FRUITY PEBBLE,AHLC1     ,301,0
005,322,005,0000011011066,0003800017635,KLLGG DONUT SHOP,STL90     ,301,0
005,322,006,0000011010020,0088491212971,POST FRUITY PEBBLE,AHLC1     ,301,0
005,322,007,0000011011968,0001600027572,TRIX CRL 14.8OZ/14,ECL01     ,301,0
005,322,008,0000011011133,0001600027532,TRIX CEREAL,ECL01     ,301,0
005,322,009,0000011010789,0001600048363,LUCKY CHARMS,AHLC1     ,301,0
005,322,010,0000011013188,0002113028773,S SEL CEREAL MOONS,ECL01     ,301,0
005,322,011,0000011013191,0002113028770,S SEL CEREAL,ECL01     ,301,0
005,322,012,0000011011117,0001600027534,GM LUCKY CHARMS,ECLRH     ,301,0
005,322,013,0000011011504,0001600045674,GMI GOLDEN,ECL01     ,301,0
005,322,014,0000011011153,0001600027533,GM GLD GRHM,ECL01     ,301,0
005,322,015,0000011011113,0001600027516,GM CEREAL,ECL01     ,301,0
005,323,001,0000011010465,0003000031168,QUAKER CAPN CRNCH,ECL01     ,301,0
005,323,002,0000011010801,0003000006531,QUAKER CEREAL CAPN,ECL01     ,301,0
005,323,003,0000011011429,0003000031753,CAPN CRUNCHS,TGL00     ,301,0
005,323,004,0000011010786,0003000006507,QUAKER CRL CAP N C,ECL01     ,301,0
005,323,005,0000011011427,0003000031752,CAPN CRUNCH,TGL00     ,301,0
005,323,006,0000011010783,0003000006567,QUAKER CEREAL CRUN,ECL01     ,301,0
005,323,007,0000011010895,0001600043471,CINNAMON TOAST CRN,TGL00     ,301,0
005,323,008,0000011010552,0001600026422,CINNAMON TOAST,ECL01     ,301,0
005,323,009,0000011010553,0001600026423,LUCKY CHARMS,ECL01     ,301,0
005,323,010,0000011010417,0001600044501,GM FRNCH TST CRNCH,TGL00     ,301,0
005,323,011,0000011013209,0001600049352,CINNAMON TOAST,TGL00     ,301,0
005,323,012,0000011011367,0002113028290,SIG KITCHENS,ECL01     ,301,0
005,323,013,0000011010901,0001600043472,CINN TST CRNCH,ECL01     ,301,0
005,323,014,0000011011145,0001600027569,GM LUCKY CHRMS BT,ECLC1     ,301,0
005,323,015,0000011012683,0003800039103,HONEY SMACKS,TGL00     ,301,0
005,323,016,0000011010369,0088491211762,POST GOLDEN CEREAL,TGL00     ,301,0
005,323,017,0000011010542,0003800014685,FROOT LOOP WILD,NILC3     ,301,0
005,323,018,0000011012465,0088491210370,POST WAFFLE CRISP,TGL00     ,301,0
005,323,019,0000011010039,0088491211171,POST HNYCOMB CRL,TGL00     ,301,0
005,324,001,0000011011082,0003800018177,KLLGGS FROSTED,TGL00     ,301,0
005,324,002,0000011013224,0002113028774,S SEL CEREAL BERRY,ECL01     ,301,0
005,324,003,0000011011100,0001600012572,GMI LUCKY CHARMS,TGL00     ,301,0
005,324,004,0000011010335,0003800015524,KLLGG FRSTD FLKS,STL90     ,301,0
005,324,005,0000011011327,0003800059658,KEL FROSTED FLAKES,ECL01     ,301,0
005,324,006,0000011010874,0003800059644,KLLGG FROSTED FLAK,TGL00     ,301,0
005,324,007,0000011010875,0003800059655,KLLGG FROSTED FLAK,TGL00     ,301,0
005,324,008,0000011013193,0002113028775,S SEL CEREAL APPLE,ECL01     ,301,0
005,324,009,0000011010254,0003800039134,APPLE JACKS,TGL00     ,301,0
005,324,010,0000011013502,0001600012593,GMILLS CINN TST,ECL01     ,301,0
005,324,011,0000011010902,0001600043473,CINNAMON TOAST CRN,ECL01     ,301,0
005,324,012,0000011013190,0002113028771,S SEL CEREAL,ECL01     ,301,0
005,324,013,0000011010208,0003800039120,KLLGG CEREAL,ECL01     ,301,0
005,324,014,0000011010182,0003800039118,KLLGG CEREAL,TGL00     ,301,0
005,324,015,0000011010192,0003800005220,KLLGG FUN PACK CRL,ECL01     ,301,0
005,324,016,0000011010073,0003800039109,KLLGG CEREAL,TGL00     ,301,0
005,324,017,0000011011603,0003800039111,KLLGG CORN POPS,ECL01     ,301,0
005,325,001,0000011011347,0004240092478,M-O-M CRL BRY,TGL00     ,301,0
005,325,002,0000011012841,0003800016026,KELLOGGS FROSTED,TGL00     ,301,0
005,325,003,0000011011372,0004240093778,MOM FRUITY DYNO,AHLC1     ,301,0
005,325,004,0000011011995,0002113028087,S KTCHNS CEREAL,ECL01     ,301,0
005,325,005,0000011011376,0002113028293,SIG KITCHEN SILLY,ECLFV     ,301,0
005,325,006,0000011011378,0002113028296,S KTCHNS COCOA N,ECLFV     ,301,0
005,325,007,0000011010058,0003800039136,KLLGG CEREAL CINN,ECL01     ,301,0
005,325,008,0000011011328,0003800039132,KELLOGGS APP,TGL00     ,301,0
005,325,009,0000011010884,0004240018898,#MOM MARSHMALLOW,TGL00     ,301,0
005,325,010,0000011011911,0003800086230,KLG CEREAL,TGL00     ,301,0
005,325,011,0000011011331,0003800039125,KELLOGGS FRO,ECL01     ,301,0
005,325,012,0000011011337,0004240018912,M-O-M TOOTIE,TGL00     ,301,0
005,325,013,0000011010030,0001600087700,GM BREAKFAST PACK,TGL00     ,301,0
005,326,001,0000011011257,0004240028339,MALT O MEAL CEREAL,TGL00     ,301,0
005,326,002,0000011011371,0004240091078,MOM FROSTED FLAKES,TGL00     ,301,0
005,326,003,0000011011355,0004240091678,MOM MARSHMALLOW,TGL00     ,301,0
005,326,004,0000011011348,0004240093978,M-O-M CRL CINNAMON,TGL00     ,301,0
005,326,005,0000011011448,0004240090478,M-O-M GOLDEN PUFFS,TGL00     ,301,0
005,326,006,0000011011449,0004240094478,MOM COCOA DYNO BT,AHLC1     ,301,0
005,326,007,0000011011377,0002113028294,S KTCHNS TOASTED,ECLFV     ,301,0
005,326,008,0000011011379,0002113028292,S KTCHNS HONEY NUT,ECLFV     ,301,0
005,326,009,0000011011380,0002113028295,S KTCHNS CEREAL,ECLFV     ,301,0
005,326,010,0000011011353,0004240091278,MOM HONEY NUT,TGL00     ,301,0
005,326,011,0000011011335,0004240018897,MALT-O- MEAL BERRY,TGL00     ,301,0
005,326,012,0000011011237,0004240025884,MALT O MEAL CEREAL,TGL00     ,301,0
005,326,013,0000011010927,0004240018915,#MOM FRUITY DYNO,AHLC1     ,301,0
005,326,014,0000011010892,0004240018903,#MOM CINNAMON TOAS,TGL00     ,301,0
005,326,015,0000011010894,0004240018911,#MOM GOLDEN PUFFS,TGL00     ,301,0
005,326,016,0000011010014,0004240092501,M-O-M CRL FROSTED,TGL00     ,301,0
006,101,001,0000009015869,0003800018254,PRINGLES CRISPS,TGL00     ,338,0
006,101,002,0000009013077,0002113029316,SIG CHESE BL BARRL,ECL01     ,338,0
006,101,003,0000009014081,0002113029340,SNK ARTST PARTY MX,ECL01     ,338,0
006,101,004,0000009014080,0002113012050,SIG PRZL O RINGS,ECL01     ,338,0
006,101,005,0000009010097,0002113029315,SNK ARTST PNT BTR,ECL01     ,338,0
006,101,006,0000009015136,0003800084577,PRINGLES SNACK,TGL00     ,338,0
006,101,007,0000009600012,0007492340527,PIK NIK SHOESTRING,AHLC1     ,338,0
006,101,008,0000009015357,0003400021467,HRSHY POPPED SNACK,ECL01     ,338,0
006,101,009,0000009015358,0003400021466,REESES POPPED SNK,ECL01     ,338,0
006,101,010,0000009015361,0003400021464,HRSHY DIPPED,ECL01     ,338,0
006,101,011,0000009015360,0003400021463,REESES DIPPED,ECL01     ,338,0
006,101,012,0000009014983,0003800013841,PRINGLES ORIGINAL,ECL01     ,338,0
006,101,013,0000009014948,0003800013843,PRINGLES SOUR CRM,ECL01     ,338,0
006,101,014,0000009014966,0003800013872,PRINGLES RANCH,ECL01     ,338,0
006,101,015,0000009014950,0003800013857,PRINGLES CHEESE,ECL01     ,338,0
006,101,016,0000009014962,0003800013897,PRINGLES CHEDDAR,ECL01     ,338,0
006,101,017,0000009014963,0003800013919,PRINGLES BUF RANCH,ECL01     ,338,0
006,101,018,0000009014972,0003800013881,PRINGLES LIGHTLY,NILC3     ,338,0
006,101,019,0000009015135,0003800016527,PRINGLES REDUCED,ECL01     ,338,0
006,101,020,0000009015863,0003800016422,PRINGLES LOUD,ECL01     ,338,0
006,101,021,0000009016118,0003800018371,PRINGLES CRISPS,ECL01     ,338,0
006,101,022,0000009014954,0003800013860,PRINGLES SALT &,ECL01     ,338,0
006,101,023,0000009014968,0003800013863,PRINGLES PIZZA,ECL01     ,338,0
006,101,024,0000009014967,0003800013874,PRINGLES FRENCH,ECL01     ,338,0
006,101,025,0000009013191,0003800018060,PRINGLES CRISPS,NILC3     ,338,0
006,101,026,0000009016526,0003800017883,PRINGLES LOUD,TGL00     ,338,0
006,101,027,0000009600022,0001600015990,CHEX MX TRAD,ECL01     ,338,0
006,101,028,0000009600195,0001600015840,CHEX SNACK MIX,ECL01     ,338,0
006,101,029,0000009900099,0001600015940,CHEX MIX BOLD,ECL01     ,338,0
006,101,030,0000009900098,0001600016490,CHEX MIX HONEY NUT,ECL01     ,338,0
006,101,031,0000009014035,0001600028052,GMI CHEX MIX MDY,NILC3     ,338,0
006,101,032,0000009013279,0002113029496,SIG SNACK MIX CHED,ECL01     ,338,0
006,101,033,0000009013278,0002113029494,SNACK ARTIST SNACK,ECL01     ,338,0
006,101,034,0000009600005,0001600019370,GARDETTOS ORIGINAL,ECL01     ,338,0
006,101,035,0000009650008,0001600015980,CHEX MIX,TGL00     ,338,0
006,101,036,0000009011334,0001600015950,CHEX MIX CHEDDAR,TGL00     ,338,0
006,101,037,0000009990083,0001600028370,BUGLES ORIGINAL,ECL01     ,338,0
006,101,038,0000009012762,0001600028320,GM NACHO BUGLES,ECL01     ,338,0
006,101,039,0000009150680,0002840060132,MATADOR JERKY ORIG,ECL01     ,338,1
006,102,001,0000009011647,0002840033728,FRITOS SCOOPS PRTY,ECLC1     ,338,0
006,102,002,0000009011650,0002840033729,CHEETOS CRNCH,ECLC1     ,338,0
006,102,003,0000009015080,0002840064305,DORITOS TORTILLA,ECL01     ,338,0
006,102,004,0000009010153,0002840003400,RUFFLES POTATO CHI,ECLC1     ,338,0
006,102,005,0000009015083,0002840064432,LAYS BARBECUE,ECL01     ,338,0
006,102,006,0000009015089,0002840064476,LAYS POT CHPS SOUR,ECL01     ,338,0
006,102,007,0000009015087,0002840064474,LAYS POT CHPS,ECLC1     ,338,0
006,102,008,0000009750036,0002840008313,TOSTITOS TRTLA CHP,ECLC1     ,338,0
006,102,009,0000009013669,0002840004573,FS TOSTITOS,ECL01     ,338,0
006,103,001,0000009013488,0002840006735,FRITO LAY SPICY,ECL01     ,338,0
006,103,002,0000009015082,0002840064307,DORITOS TORTILLA,ECL01     ,338,0
006,103,003,0000009013485,0002840009200,LAYS POPPABLES,TGL00     ,338,0
006,103,004,0000009013494,0002840006813,CHEETOS SIMPLY,TGL00     ,338,0
006,103,005,0000009012948,0002840006817,SMARTFOOD POPCORN,TGL00     ,338,0
006,103,006,0000009015081,0002840064306,DORITOS TORTILLA,ECL01     ,338,0
006,103,007,0000009013758,0002840006930,SMARTFOOD DELIGHT,ECL01     ,338,0
006,103,008,0000009013503,0002840007423,FRITO LAY SIMPLY,ECL01     ,338,0
006,103,009,0000009010369,0002840000226,RUFFLES POT CHPS,ECL01     ,338,0
006,103,010,0000009015152,0002840064680,FRITO LAY CHEESY,ECL01     ,338,0
006,103,011,0000009013759,0002840019043,LAYS RUFFLES,ECL01     ,338,0
006,103,012,0000009015079,0002840064475,LAYS POT CHPS WAVY,ECLC1     ,338,0
006,103,013,0000009015149,0002840064666,FRITO LAY BOLD MIX,ECL01     ,338,0
006,103,014,0000009015074,0002840064030,SMARTFOOD DELIGHT,ECL01     ,338,0
006,103,015,0000009015091,0002840064029,SMARTFOOD PCRN,ECLC1     ,338,0
006,103,016,0000009011342,0002840023824,DORITOS & CHEETOS,ECL01     ,338,0
006,103,017,0000009750076,0002840008314,TOSTITOS SCP F SZ,ECLC1     ,338,0
006,103,018,0000009150195,0002840029756,MATADOOR PEPPERED,ECL01     ,338,0
006,104,001,0000009013151,0002840057605,FRITO LAY FUN,ECL01     ,338,0
006,104,002,0000009013148,0002840057628,FRITO-LAY PARTY,ECL01     ,338,0
006,104,003,0000009200007,0002840001775,DORITOS CHEESE,TGL00     ,338,0
006,104,004,0000009012543,0002840004098,LAYS CLASSIC 12,TGL00     ,338,0
006,104,005,0000009200040,0002840005880,FUNYONS 12 CT,TGL00     ,338,0
006,104,006,0000009011654,0002840026499,BAKED & POPPED MX,ECL01     ,338,0
006,104,007,0000009015148,0002840064665,FRITO LAY SMART,ECL01     ,338,0
006,104,008,0000009013497,0002840006866,FRITO LAY,ECL01     ,338,0
006,104,009,0000009015366,0002113029380,SIG CHP MLTIPACK,ECL01     ,338,0
006,104,010,0000009015150,0002840064667,FRITO LAY FIERY,ECL01     ,338,0
006,104,011,0000009015146,0002840064697,FRITO LAY ORIG,ECL01     ,338,0
006,104,012,0000009850031,0002840000288,FRITO LAY FAMILY,ECL01     ,338,0
006,104,013,0000009850032,0002840000289,FRITO LAY FLVR,ECL01     ,338,0
006,105,001,0000009050174,0002840006399,TOSTITOS RSTRNT,ECLC1     ,338,0
006,105,002,0000009200124,0002840003633,TOSTITOS MULTIGRAI,ECL01     ,338,0
006,105,003,0000009010430,0002840063768,XXL TOSTITOS,ECL01     ,338,0
006,105,004,0000009012860,0002840061444,TOSTITOS HINT OF,ECL01     ,338,0
006,105,005,0000009050155,0002840006405,TOSTITOS WHTE CORN,ECLC1     ,338,0
006,105,006,0000009013478,0002840005310,TOSTITOS ROASTED,ECL01     ,338,0
006,105,007,0000009013476,0002840005313,TOSTITOS BLK BEAN,ECL01     ,338,0
006,105,008,0000009013470,0002840005410,TOSTITOS SALSA,ECL01     ,338,0
006,105,009,0000009014088,0002840061902,TOSTITOS SALSA,ECL01     ,338,0
006,105,010,0000009013895,0002840007098,SALSA CON DP 15 OZ,TGL00     ,338,4
006,105,011,0000009050156,0002840006404,TOSTITOS LIME CHPS,ECL01     ,338,0
006,105,012,0000009050173,0002840006408,TOSTITOS WHTE CRN,ECLC1     ,338,0
006,106,001,0000009011691,0002840037185,LAYS KTL CKD,ECLRG     ,338,0
006,106,002,0000009011333,0002840023302,LAYS CHDR JLPNO KT,ECLRG     ,338,0
006,106,003,0000009010878,0002840015960,RUFFLES CHEDDAR AN,ECLRG     ,338,0
006,106,004,0000009011665,0002840037216,LAYS KTL CKD SEA,ECLRG     ,338,0
006,106,005,0000009010893,0002840015963,RUFFLES POTATO,ECLRG     ,338,0
006,106,006,0000009015104,0002840063450,RUFFLES JALAPENO,ECLRG     ,338,0
006,106,007,0000009013010,0002840001523,LAYS KTL CKD,ECLRG     ,338,0
006,106,008,0000009011679,0002840037297,LAYS KTL CKD SEA,ECLRG     ,338,0
006,106,009,0000009013809,0002840059845,RUFFLES CLSC HOT,ECLRG     ,338,0
006,106,010,0000009015106,0002840063478,RUFFLES FLAMIN,ECLRG     ,338,0
006,106,011,0000009013003,0002840067669,RUFFLES MOZZARELLA,ECLRG     ,338,0
006,106,012,0000009013106,0002840001530,LAYS KTL CKD HNY,ECLRG     ,338,0
006,106,013,0000009013827,0002840058903,LAYS KETTLE,ECLRG     ,338,0
006,106,014,0000009013807,0002840059829,RUFFLES ALL DRESSE,ECLRG     ,338,0
006,106,015,0000009013833,0002840059851,RUFFLES LOADED,ECLRG     ,338,0
006,106,016,0000009013903,0002840009058,TOSTITOS SMOOTH AN,ECL01     ,338,1
006,106,017,0000009013900,0002840008536,TOSTITOS DIP BEAN/,ECL01     ,338,1
006,106,018,0000009011669,0002840037218,LAYS KTL CKD MSQT,ECLRG     ,338,0
006,106,019,0000009011692,0002840037215,LAYS KTL CKD,ECLRG     ,338,0
006,106,020,0000009010891,0002840015938,RUFFLES POTATO,ECLTU     ,338,0
006,106,021,0000009010200,0002840003397,RUFFLES POT CHPS R,ECLTU     ,338,0
006,106,022,0000009011675,0002840037219,LAYS KETTLE ORIG,ECLRG     ,338,0
006,107,001,0000009010447,0002840020060,LAYS SALT &VINEGAR,ECL01     ,338,0
006,107,002,0000009010384,0002840019963,LAYS SOUR CREAM,ECL01     ,338,0
006,107,003,0000009013132,0002840004380,LAYS WAVY ORIGINAL,ECL01     ,338,0
006,107,004,0000009013007,0002840067477,LAY'S LIGHTLY,ECL01     ,338,0
006,107,005,0000009014751,0002840063242,XL LAYS SALTED BBQ,ECL01     ,338,0
006,107,006,0000009013129,0002840004349,LAYS WAVY HICKORY,ECL01     ,338,0
006,107,007,0000009015192,0002840063769,LAYS POPPABLES,ECL01     ,338,0
006,107,008,0000009015194,0002840063771,LAYS POPPABLES,ECL01     ,338,0
006,107,009,0000009013054,0002840007095,CRMY RNCH DP 15 OZ,ECL01     ,338,1
006,107,010,0000009013897,0002840007103,SPNCH DIP 15 OZ,ECL01     ,338,0
006,107,011,0000009015086,0002840064640,LAYS SALT & VNGR,ECL01     ,338,0
006,107,012,0000009015075,0002840064550,LAYS WAVY,ECLC1     ,338,0
006,107,013,0000009150676,0002840060129,MATADOR JERKY,ECL01     ,338,5
006,108,001,0000009010341,0002840019961,LAYS BARBECUE,ECL01     ,338,0
006,108,002,0000009011671,0002840020128,LAYS DILL PCKL,ECL01     ,338,0
006,108,003,0000009011224,0002840020068,LAYS BARBECUE HONE,ECL01     ,338,0
006,108,004,0000009010387,0002840019998,LAYS CHEDDAR &,ECL01     ,338,0
006,108,005,0000009010390,0002840020059,LAYS LIGHTLY SLTD,ECLC1     ,338,0
006,108,006,0000009015101,0002840064644,LAYS LIGHTLY,ECLC1     ,338,0
006,108,007,0000009013002,0002840067474,LAYS POPPABLES,ECL01     ,338,0
006,108,008,0000009013049,0002840007094,FRNCH ONION DP 15Z,TGL00     ,338,2
006,108,009,0000009015070,0002840064524,LAYS BARBECUE,ECL01     ,338,0
006,108,010,0000009015084,0002840064641,LAYS SOUR CREAM,ECL01     ,338,0
006,109,001,0000009011184,0002840019914,LAYS CLASSIC,ECLC1     ,338,0
006,109,002,0000009015076,0002840064134,DORITOS SALSA,ECL01     ,338,0
006,109,003,0000009015066,0002840064191,DORITOS TACO,ECL01     ,338,0
006,109,004,0000009010419,0002840065555,XXL DORITOS,ECL01     ,338,0
006,109,005,0000009011225,0002840020126,LAYS LIMON,ECL01     ,338,0
006,109,006,0000009013089,0002840092334,DORITOS BLAZE,ECL01     ,338,0
006,109,007,0000009015072,0002840064549,LAYS CLASSIC,ECLC1     ,338,0
006,109,008,0000009150676,0002840060129,MATADOR JERKY,ECL01     ,338,6
006,109,009,0000009013053,0002840058925,TOSTITOS CHUNKY,ECL01     ,338,0
006,109,010,0000009013895,0002840007098,SALSA CON DP 15 OZ,TGL00     ,338,3
006,109,011,0000009015067,0002840064203,DORITOS NACHO,ECL01     ,338,0
006,110,001,0000009015109,0002840063483,FRITOS CORN CHIPS,ECL01     ,338,0
006,110,002,0000009013612,0002840058928,FRITOS FLAVORED,ECL01     ,338,1
006,110,003,0000009015071,0002840064132,DORITOS COOL RANCH,ECL01     ,338,1
006,110,004,0000009013797,0002840059463,FRITOS CLSC RANCH,ECL01     ,338,0
006,110,005,0000009015068,0002840064204,DORITOS SPICY,ECL01     ,338,0
006,110,006,0000009015316,0002840064875,CHEETOS FLAMIN HT,ECL01     ,338,0
006,110,007,0000009013583,0002840058987,CHEETOS CRUNCHY,ECL01     ,338,0
006,110,008,0000009015077,0002840064225,DORITOS SPICY SWT,ECL01     ,338,0
006,110,009,0000009013589,0002840059002,CHEETOS CRUNCHY,ECLC1     ,338,0
006,110,010,0000009015093,0002840064205,DORITOS TAPATIO HT,ECL01     ,338,0
006,110,011,0000009013874,0002840000024,FRITO DIP,TGL00     ,338,0
006,110,012,0000009013878,0002840000078,FRITO LAY BEAN DIP,TGL00     ,338,1
006,110,013,0000009013584,0002840058988,CHEETOS CRUNCHY,ECL01     ,338,1
006,110,014,0000009010452,0002840066655,XXL DORITOS POPPIN,ECL01     ,338,0
006,110,015,0000009015098,0002840063801,CHEETOS PAWS,ECLC1     ,338,0
006,110,016,0000009011366,0002840024012,CHEETOS CHEESE,ECL01     ,338,0
006,110,017,0000009015067,0002840064203,DORITOS NACHO,ECL01     ,338,2
006,110,018,0000009150676,0002840060129,MATADOR JERKY,ECL01     ,338,4
006,111,001,0000009013580,0002840058932,FRITOS CORN,ECLC1     ,338,0
006,111,002,0000009013613,0002840058929,FRITOS CORN CHIPS,ECLC1     ,338,1
006,111,003,0000009013610,0002840058927,FRITOS FLAVOR,ECL01     ,338,0
006,111,004,0000009013616,0002840058931,FRITOS CORN CHIPS,ECL01     ,338,0
006,111,005,0000009013581,0002840058965,FRITOS CORN CHIPS,ECLC1     ,338,0
006,111,006,0000009013586,0002840058989,CHEETOS CRUNCHY,ECLC1     ,338,1
006,111,007,0000009013070,0002840000088,FRITO LAY HOT DIP,TGL00     ,338,0
006,111,008,0000009013872,0002840000022,FRITO DIP,TGL00     ,338,0
006,111,009,0000009013582,0002840058986,CHEETOS CRUNCHY,ECLC1     ,338,1
006,111,010,0000009013609,0002840059668,CHEETOS PUFFS,ECLC1     ,338,0
006,112,001,0000009011446,0002113029374,SNK ARTST CHIPS,ECL01     ,338,0
006,112,002,0000009011356,0002840024018,FUNYUNS RINGS ON,TGL00     ,338,1
006,112,003,0000009011357,0002840024019,FUNYUNS RINGS ON,TGL00     ,338,1
006,112,004,0000009015859,0002113029964,S SEL CHIPS SALT,ECL01     ,338,0
006,112,005,0000009013577,0002840004189,CHESTERS PUFFCORN,NILC3     ,338,0
006,112,006,0000009013517,0002840004156,CHESTERS PUFFCORN,NILC3     ,338,0
